XXXinorg1,XXXinorg1mass,XXXinorg2,XXXinorg2mass,XXXinorg3,XXXinorg3mass,XXXorg1,XXXorg1mass,XXXorg2,XXXorg2mass,XXXoxlike1,XXXoxlike1mass,temp,time,slowCool,pH
Oxovanadium(2+) sulfate,0.1657,Selenium dioxide,0.6783,-1,-1.0,piperazine,0.09,-1,-1.0,sodium oxalate,0.1109,90,24.0,0,1
Oxovanadium(2+) sulfate,0.4467,Selenium dioxide,0.7883,-1,-1.0,piperazine,0.099,-1,-1.0,-1,-1.0,75,48.0,0,1
Oxovanadium(2+) sulfate,0.09,Selenium dioxide,0.6857,-1,-1.0,piperazine,0.0834,-1,-1.0,-1,-1.0,75,48.0,0,1
Oxovanadium(2+) sulfate,0.1655,Selenium dioxide,0.6648,-1,-1.0,piperazine,0.1004,-1,-1.0,-1,-1.0,75,48.0,0,1
Oxovanadium(2+) sulfate,0.2397,Selenium dioxide,0.7067,-1,-1.0,piperazine,0.091,-1,-1.0,-1,-1.0,75,48.0,0,1
Oxovanadium(2+) sulfate,0.3334,Selenium dioxide,0.676,-1,-1.0,piperazine,0.0985,-1,-1.0,-1,-1.0,75,48.0,0,1
Oxovanadium(2+) sulfate,0.1694,Selenium dioxide,0.8884,-1,-1.0,piperazine,0.0992,-1,-1.0,-1,-1.0,90,24.0,0,1
Oxovanadium(2+) sulfate,0.1639,Selenium dioxide,1.0788,-1,-1.0,piperazine,0.0922,-1,-1.0,-1,-1.0,90,24.0,0,1
Oxovanadium(2+) sulfate,0.1605,Selenium dioxide,1.805,-1,-1.0,piperazine,0.0907,-1,-1.0,-1,-1.0,90,24.0,0,1
Oxovanadium(2+) sulfate,0.1221,Selenium dioxide,0.8984,-1,-1.0,piperazine,0.0893,-1,-1.0,-1,-1.0,90,24.0,0,1
Oxovanadium(2+) sulfate,0.1221,Selenium dioxide,1.0833,-1,-1.0,piperazine,0.1133,-1,-1.0,-1,-1.0,90,24.0,0,1
Oxovanadium(2+) sulfate,0.1224,Selenium dioxide,1.3465,-1,-1.0,piperazine,0.0902,-1,-1.0,-1,-1.0,90,24.0,0,1
Oxovanadium(2+) sulfate,0.0817,Selenium dioxide,0.8916,-1,-1.0,piperazine,0.0824,-1,-1.0,-1,-1.0,75,24.0,0,1
Oxovanadium(2+) sulfate,0.1634,Selenium dioxide,0.879,-1,-1.0,piperazine,0.0979,-1,-1.0,-1,-1.0,75,24.0,0,1
Oxovanadium(2+) sulfate,0.1724,Selenium dioxide,0.9096,-1,-1.0,piperazine,0.1005,-1,-1.0,-1,-1.0,75,24.0,0,1
Oxovanadium(2+) sulfate,0.1753,Selenium dioxide,0.8743,-1,-1.0,piperazine,0.097,-1,-1.0,-1,-1.0,75,24.0,0,1
Oxovanadium(2+) sulfate,0.163,Selenium dioxide,0.8989,-1,-1.0,piperazine,0.0967,-1,-1.0,-1,-1.0,75,24.0,0,1
Oxovanadium(2+) sulfate,0.24,Selenium dioxide,0.899,-1,-1.0,piperazine,0.0971,-1,-1.0,-1,-1.0,75,24.0,0,1
Oxovanadium(2+) sulfate,0.3129,Selenium dioxide,0.8759,-1,-1.0,piperazine,0.0847,-1,-1.0,-1,-1.0,75,24.0,0,1
Oxovanadium(2+) sulfate,0.1614,Selenium dioxide,0.8883,-1,-1.0,piperazine,0.087,-1,-1.0,-1,-1.0,75,24.0,0,1
Oxovanadium(2+) sulfate,0.1717,Selenium dioxide,0.8849,-1,-1.0,piperazine,0.0891,-1,-1.0,-1,-1.0,90,24.0,0,1
Oxovanadium(2+) sulfate,0.179,Selenium dioxide,0.9241,-1,-1.0,piperazine,0.1381,-1,-1.0,-1,-1.0,90,24.0,0,2
Oxovanadium(2+) sulfate,0.1683,Selenium dioxide,0.8825,-1,-1.0,piperazine,0.0914,-1,-1.0,-1,-1.0,90,24.0,0,3
Oxovanadium(2+) sulfate,0.1746,Selenium dioxide,0.9918,-1,-1.0,piperazine,0.0907,-1,-1.0,-1,-1.0,90,24.0,0,4
Oxovanadium(2+) sulfate,0.171,Selenium dioxide,0.9257,-1,-1.0,piperazine,0.0904,-1,-1.0,-1,-1.0,105,24.0,1,1
Oxovanadium(2+) sulfate,0.1744,Selenium dioxide,1.1318,-1,-1.0,piperazine,1.0978,-1,-1.0,-1,-1.0,105,24.0,1,1
Selenium dioxide,0.6682,Oxovanadium(2+) sulfate,0.3243,-1,-1.0,piperazine,0.4353,-1,-1.0,-1,-1.0,120,96.0,0,3
Oxovanadium(2+) sulfate,0.3596,Selenium dioxide,0.98,-1,-1.0,piperazine,0.1126,-1,-1.0,-1,-1.0,110,18.0,1,7
Oxovanadium(2+) sulfate,0.3315,Selenium dioxide,0.5989,-1,-1.0,piperazine,0.2586,-1,-1.0,-1,-1.0,110,18.0,1,4
Oxovanadium(2+) sulfate,0.376,Selenium dioxide,0.6023,-1,-1.0,piperazine,0.3576,-1,-1.0,-1,-1.0,110,18.0,1,1
Oxovanadium(2+) sulfate,0.338,Selenium dioxide,0.567,-1,-1.0,piperazine,0.109,-1,-1.0,-1,-1.0,110,24.0,1,7
Oxovanadium(2+) sulfate,0.1628,Selenium dioxide,1.331,-1,-1.0,2-methylpiperazine,0.1027,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1627,Selenium dioxide,1.3412,-1,-1.0,2-methylpiperazine,0.1094,-1,-1.0,-1,-1.0,110,24.0,1,4
Oxovanadium(2+) sulfate,0.1663,Selenium dioxide,1.3433,-1,-1.0,2-methylpiperazine,0.1012,-1,-1.0,-1,-1.0,110,24.0,1,7
Oxovanadium(2+) sulfate,0.1588,Selenium dioxide,1.3339,-1,-1.0,2-methylpiperazine,0.1009,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1635,Selenium dioxide,1.3158,-1,-1.0,2-methylpiperazine,0.1073,-1,-1.0,-1,-1.0,110,24.0,1,4
Oxovanadium(2+) sulfate,0.1647,Selenium dioxide,1.5606,-1,-1.0,2-methylpiperazine,0.1043,-1,-1.0,-1,-1.0,110,24.0,1,7
Oxovanadium(2+) sulfate,0.169,Selenium dioxide,1.3914,-1,-1.0,2-methylpiperazine,0.0976,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1716,Selenium dioxide,1.3747,-1,-1.0,2-methylpiperazine,0.1109,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.165,Selenium dioxide,1.5044,-1,-1.0,2-methylpiperazine,0.103,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1729,Selenium dioxide,0.596,-1,-1.0,2-methylpiperazine,0.109,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.171,Selenium dioxide,0.5881,-1,-1.0,2-methylpiperazine,0.1,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1492,Selenium dioxide,1.341,-1,-1.0,2-methylpiperazine,0.1108,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1653,Selenium dioxide,0.555,-1,-1.0,2-methylpiperazine,0.121,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1575,Selenium dioxide,0.5656,-1,-1.0,2-methylpiperazine,0.1252,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1773,Selenium dioxide,1.3393,-1,-1.0,2-methylpiperazine,0.1059,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.3234,Selenium dioxide,0.5607,-1,-1.0,2-methylpiperazine,0.4065,-1,-1.0,-1,-1.0,110,24.0,1,7
Oxovanadium(2+) sulfate,0.3211,Selenium dioxide,0.549,-1,-1.0,2-methylpiperazine,0.4202,-1,-1.0,-1,-1.0,110,24.0,1,7
Oxovanadium(2+) sulfate,0.3226,Selenium dioxide,0.6033,-1,-1.0,2-methylpiperazine,0.2011,-1,-1.0,-1,-1.0,110,24.0,1,7
Oxovanadium(2+) sulfate,0.326,Selenium dioxide,0.5461,-1,-1.0,2-methylpiperazine,0.3947,-1,-1.0,-1,-1.0,110,24.0,1,7
Oxovanadium(2+) sulfate,0.3224,Selenium dioxide,0.565,-1,-1.0,2-methylpiperazine,0.2022,-1,-1.0,-1,-1.0,90,24.0,1,2
Oxovanadium(2+) sulfate,0.3385,Selenium dioxide,0.5666,-1,-1.0,2-methylpiperazine,0.2154,-1,-1.0,-1,-1.0,90,24.0,1,7
Oxovanadium(2+) sulfate,0.1617,Selenium dioxide,0.326,-1,-1.0,2-methylpiperazine,0.1204,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1629,Selenium dioxide,0.6553,-1,-1.0,2-methylpiperazine,0.1466,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1638,Selenium dioxide,0.6648,-1,-1.0,2-methylpiperazine,6.0073,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.168,Selenium dioxide,0.9836,-1,-1.0,2-methylpiperazine,6.0117,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1166,Selenium dioxide,1.3165,-1,-1.0,2-methylpiperazine,6.0737,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1686,Selenium dioxide,1.3975,-1,-1.0,2-methylpiperazine,0.1031,-1,-1.0,-1,-1.0,110,24.0,1,3
Oxovanadium(2+) sulfate,0.1662,Selenium dioxide,1.3473,-1,-1.0,2-methylpiperazine,0.1041,-1,-1.0,-1,-1.0,110,24.0,1,7
Oxovanadium(2+) sulfate,0.1655,Selenium dioxide,0.8842,-1,-1.0,2-methylpiperazine,0.102,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.17,Selenium dioxide,0.8861,-1,-1.0,2-methylpiperazine,0.1019,-1,-1.0,-1,-1.0,110,24.0,1,3
Oxovanadium(2+) sulfate,0.1625,Selenium dioxide,0.9359,-1,-1.0,2-methylpiperazine,0.1057,-1,-1.0,-1,-1.0,110,24.0,1,4
Oxovanadium(2+) sulfate,0.1745,Selenium dioxide,0.8823,-1,-1.0,2-methylpiperazine,0.1254,-1,-1.0,-1,-1.0,110,24.0,1,7
Oxovanadium(2+) sulfate,0.1663,Selenium dioxide,1.3763,-1,-1.0,2-methylpiperazine,0.1049,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1665,Selenium dioxide,1.329,-1,-1.0,2-methylpiperazine,0.1109,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,1.656,Selenium dioxide,1.3471,-1,-1.0,2-methylpiperazine,0.1023,-1,-1.0,-1,-1.0,110,24.0,1,3
Oxovanadium(2+) sulfate,0.1626,Selenium dioxide,1.3856,-1,-1.0,2-methylpiperazine,0.1247,-1,-1.0,-1,-1.0,110,24.0,1,4
Oxovanadium(2+) sulfate,0.1677,Selenium dioxide,1.4155,-1,-1.0,2-methylpiperazine,0.1038,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1666,Selenium dioxide,1.3281,-1,-1.0,2-methylpiperazine,0.1062,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1657,Selenium dioxide,1.328,-1,-1.0,2-methylpiperazine,0.1452,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1678,Selenium dioxide,1.3322,-1,-1.0,2-methylpiperazine,0.1097,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1645,Selenium dioxide,1.3313,-1,-1.0,2-methylpiperazine,0.1025,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.169,Selenium dioxide,1.3253,-1,-1.0,2-methylpiperazine,0.1217,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.165,Selenium dioxide,1.1119,-1,-1.0,2-methylpiperazine,0.1094,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1673,Selenium dioxide,1.1021,-1,-1.0,2-methylpiperazine,0.1121,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1667,Selenium dioxide,1.3388,-1,-1.0,2-methylpiperazine,0.1044,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1623,Selenium dioxide,1.3278,-1,-1.0,2-methylpiperazine,0.1153,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1624,Selenium dioxide,1.5625,-1,-1.0,2-methylpiperazine,0.1341,-1,-1.0,-1,-1.0,110,24.0,1,1
Oxovanadium(2+) sulfate,0.1657,Selenium dioxide,1.533,-1,-1.0,2-methylpiperazine,0.1272,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1613,Selenium dioxide,1.3334,-1,-1.0,2-methylpiperazine,0.1019,-1,-1.0,-1,-1.0,100,24.0,1,2
Oxovanadium(2+) sulfate,0.169,Selenium dioxide,1.3286,-1,-1.0,2-methylpiperazine,0.1095,-1,-1.0,-1,-1.0,100,24.0,1,2
Oxovanadium(2+) sulfate,0.1607,Selenium dioxide,1.3203,-1,-1.0,2-methylpiperazine,0.0852,-1,-1.0,-1,-1.0,100,24.0,1,2
Oxovanadium(2+) sulfate,1.638,Selenium dioxide,1.3328,-1,-1.0,2-methylpiperazine,0.0858,-1,-1.0,-1,-1.0,100,24.0,1,2
Oxovanadium(2+) sulfate,0.1651,Selenium dioxide,1.3166,-1,-1.0,2-methylpiperazine,0.1057,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1734,Selenium dioxide,1.3114,-1,-1.0,2-methylpiperazine,0.1036,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1693,Selenium dioxide,1.3439,-1,-1.0,2-methylpiperazine,0.0891,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1696,Selenium dioxide,1.3281,-1,-1.0,2-methylpiperazine,0.0804,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.1634,Selenium dioxide,1.3052,-1,-1.0,2-methylpiperazine,0.1099,-1,-1.0,-1,-1.0,90,24.0,1,2
Oxovanadium(2+) sulfate,0.167,Selenium dioxide,1.3095,-1,-1.0,2-methylpiperazine,0.1355,-1,-1.0,-1,-1.0,90,24.0,1,2
Oxovanadium(2+) sulfate,0.1724,Selenium dioxide,1.3173,-1,-1.0,2-methylpiperazine,0.1104,-1,-1.0,-1,-1.0,90,24.0,1,2
Oxovanadium(2+) sulfate,0.1638,Selenium dioxide,1.1506,-1,-1.0,2-methylpiperazine,0.1058,-1,-1.0,-1,-1.0,90,24.0,1,2
Oxovanadium(2+) sulfate,0.3271,Selenium dioxide,0.5432,-1,-1.0,2-methylpiperazine,0.6174,-1,-1.0,-1,-1.0,110,24.0,1,8
Oxovanadium(2+) sulfate,0.3266,Selenium dioxide,0.5535,-1,-1.0,2-methylpiperazine,0.4362,-1,-1.0,-1,-1.0,110,24.0,1,7
Oxovanadium(2+) sulfate,0.3246,Selenium dioxide,0.69,-1,-1.0,2-methylpiperazine,0.4052,-1,-1.0,-1,-1.0,110,24.0,1,4
Oxovanadium(2+) sulfate,0.3201,Selenium dioxide,1.3763,-1,-1.0,2-methylpiperazine,0.3981,-1,-1.0,-1,-1.0,110,24.0,1,2
Oxovanadium(2+) sulfate,0.3251,Selenium dioxide,1.0993,-1,-1.0,2-methylpiperazine,0.4235,-1,-1.0,-1,-1.0,110,24.0,1,3
Oxovanadium(2+) sulfate,0.1612,Selenium dioxide,0.2362,-1,-1.0,2-methylpiperazine,0.299,-1,-1.0,-1,-1.0,65,72.0,0,1
Oxovanadium(2+) sulfate,0.1739,Selenium dioxide,0.4517,-1,-1.0,2-methylpiperazine,0.2329,-1,-1.0,-1,-1.0,65,72.0,0,1
Oxovanadium(2+) sulfate,0.1623,Selenium dioxide,0.6721,-1,-1.0,2-methylpiperazine,0.2921,-1,-1.0,-1,-1.0,65,72.0,0,1
Oxovanadium(2+) sulfate,0.1759,Selenium dioxide,0.9066,-1,-1.0,2-methylpiperazine,0.2435,-1,-1.0,-1,-1.0,65,72.0,0,1
Oxovanadium(2+) sulfate,0.1693,Selenium dioxide,1.1005,-1,-1.0,2-methylpiperazine,0.252,-1,-1.0,-1,-1.0,65,72.0,0,1
Oxovanadium(2+) sulfate,0.1757,Selenium dioxide,0.8856,-1,-1.0,2-methylpiperazine,0.1497,-1,-1.0,-1,-1.0,70,48.0,0,1
Oxovanadium(2+) sulfate,0.1703,Selenium dioxide,0.9159,-1,-1.0,2-methylpiperazine,0.151,-1,-1.0,-1,-1.0,70,48.0,0,1
Oxovanadium(2+) sulfate,0.1708,Selenium dioxide,0.5977,-1,-1.0,2-methylpiperazine,0.1517,-1,-1.0,-1,-1.0,70,48.0,0,1
Oxovanadium(2+) sulfate,0.3321,Selenium dioxide,0.8868,-1,-1.0,2-methylpiperazine,0.152,-1,-1.0,-1,-1.0,70,48.0,0,1
Oxovanadium(2+) sulfate,0.3369,Selenium dioxide,0.889,-1,-1.0,2-methylpiperazine,0.1525,-1,-1.0,-1,-1.0,70,48.0,0,1
Oxovanadium(2+) sulfate,0.3273,Selenium dioxide,0.8899,-1,-1.0,2-methylpiperazine,0.1696,-1,-1.0,-1,-1.0,70,48.0,0,1
Oxovanadium(2+) sulfate,0.3379,Selenium dioxide,0.8986,-1,-1.0,2-methylpiperazine,0.1486,-1,-1.0,-1,-1.0,70,48.0,0,1
Oxovanadium(2+) sulfate,0.1797,Selenium dioxide,0.88,-1,-1.0,2-methylpiperazine,0.1519,-1,-1.0,-1,-1.0,70,48.0,0,1
Oxovanadium(2+) sulfate,0.0918,Selenium dioxide,0.6804,-1,-1.0,2-methylpiperazine,0.114,-1,-1.0,sodium oxalate,0.1061,90,24.0,0,1
Oxovanadium(2+) sulfate,0.1753,Selenium dioxide,0.6786,-1,-1.0,2-methylpiperazine,0.1128,-1,-1.0,sodium oxalate,0.1093,90,24.0,0,1
Oxovanadium(2+) sulfate,0.1712,Selenium dioxide,0.9497,-1,-1.0,2-methylpiperazine,0.1007,-1,-1.0,-1,-1.0,90,24.0,0,1
Oxovanadium(2+) sulfate,0.1735,Selenium dioxide,1.0951,-1,-1.0,2-methylpiperazine,0.1119,-1,-1.0,-1,-1.0,90,24.0,0,1
Oxovanadium(2+) sulfate,0.172,Selenium dioxide,1.4078,-1,-1.0,2-methylpiperazine,0.109,-1,-1.0,-1,-1.0,90,24.0,0,1
Selenium dioxide,0.668,Oxovanadium(2+) sulfate,0.337,-1,-1.0,2-methylpiperazine,0.2022,-1,-1.0,-1,-1.0,120,72.0,0,3
Oxovanadium(2+) sulfate,0.5609,Selenium dioxide,0.5854,-1,-1.0,2-methylpiperazine,0.3465,-1,-1.0,-1,-1.0,110,18.0,1,4
Oxovanadium(2+) sulfate,0.3308,Selenium dioxide,0.5839,-1,-1.0,2-methylpiperazine,0.3142,-1,-1.0,-1,-1.0,110,18.0,1,1
Oxovanadium(2+) sulfate,0.3693,Selenium dioxide,0.5667,-1,-1.0,2-methylpiperazine,0.3065,-1,-1.0,-1,-1.0,110,18.0,1,7
Oxovanadium(2+) sulfate,0.337,Selenium dioxide,0.557,-1,-1.0,2-methylpiperazine,0.335,-1,-1.0,-1,-1.0,110,24.0,1,7
sodium metavanadate,0.1219,Selenium dioxide,1.124,-1,-1.0,"N,N'-dimethylethylenediamine",0.0822,-1,-1.0,-1,-1.0,110,24.0,1,2
sodium metavanadate,0.1217,Selenium dioxide,1.1049,-1,-1.0,"N,N'-dimethylethylenediamine",0.0876,-1,-1.0,-1,-1.0,110,24.0,1,4
sodium metavanadate,0.1232,Selenium dioxide,1.1044,-1,-1.0,"N,N'-dimethylethylenediamine",0.0836,-1,-1.0,-1,-1.0,110,24.0,1,7
sodium metavanadate,0.1201,Selenium dioxide,0.6783,-1,-1.0,"N,N'-dimethylethylenediamine",0.1019,-1,-1.0,-1,-1.0,150,20.0,1,2
sodium metavanadate,0.194,Selenium dioxide,0.2269,-1,-1.0,"N,N'-dimethylethylenediamine",0.1077,-1,-1.0,-1,-1.0,150,26.0,1,1
sodium metavanadate,0.1246,Selenium dioxide,0.2259,-1,-1.0,"N,N'-dimethylethylenediamine",0.0972,-1,-1.0,-1,-1.0,150,26.0,1,2
sodium metavanadate,0.121,Selenium dioxide,0.6664,-1,-1.0,"N,N'-dimethylethylenediamine",0.0915,-1,-1.0,-1,-1.0,130,20.0,1,1
sodium metavanadate,0.1318,Selenium dioxide,0.6692,-1,-1.0,"N,N'-dimethylethylenediamine",0.0907,-1,-1.0,sodium oxalate,0.1334,130,20.0,1,2
sodium metavanadate,0.1284,Selenium dioxide,0.3252,-1,-1.0,"N,N'-dimethylethylenediamine",0.0816,-1,-1.0,sodium oxalate,0.1434,90,24.0,0,2
sodium metavanadate,0.1282,Selenium dioxide,0.2341,-1,-1.0,"N,N'-dimethylethylenediamine",0.0845,-1,-1.0,sodium oxalate,0.1361,90,24.0,0,2
sodium metavanadate,0.1207,Selenium dioxide,0.1198,-1,-1.0,"N,N'-dimethylethylenediamine",0.0826,-1,-1.0,sodium oxalate,0.1332,90,24.0,0,2
sodium metavanadate,0.1209,Selenium dioxide,0.4825,-1,-1.0,"N,N'-dimethylethylenediamine",0.0922,-1,-1.0,-1,-1.0,90,24.0,0,2
sodium metavanadate,0.1214,Selenium dioxide,0.6807,-1,-1.0,"N,N'-dimethylethylenediamine",0.0925,-1,-1.0,-1,-1.0,90,24.0,0,2
sodium metavanadate,0.125,Selenium dioxide,1.138,-1,-1.0,"N,N'-dimethylethylenediamine",0.0961,-1,-1.0,-1,-1.0,90,24.0,0,1
sodium metavanadate,0.1273,Selenium dioxide,0.906,-1,-1.0,"N,N'-dimethylethylenediamine",0.0803,-1,-1.0,sodium oxalate,0.1401,90,24.0,0,4
sodium metavanadate,0.1234,Selenium dioxide,0.8876,-1,-1.0,"N,N'-dimethylethylenediamine",0.0806,-1,-1.0,-1,-1.0,90,24.0,0,2
sodium metavanadate,0.1241,Selenium dioxide,1.1133,-1,-1.0,"N,N'-dimethylethylenediamine",0.0894,-1,-1.0,sodium oxalate,0.1404,90,24.0,0,2
sodium metavanadate,0.1299,Selenium dioxide,1.1069,-1,-1.0,"N,N'-dimethylethylenediamine",0.09,-1,-1.0,sodium oxalate,0.1398,90,24.0,0,2
sodium metavanadate,0.1228,Selenium dioxide,1.1248,-1,-1.0,"N,N'-dimethylethylenediamine",0.1107,-1,-1.0,sodium oxalate,0.1409,90,24.0,0,2
sodium metavanadate,0.1257,Selenium dioxide,0.6786,-1,-1.0,"N,N'-dimethylethylenediamine",0.092,-1,-1.0,sodium oxalate,0.1055,90,24.0,0,2
sodium metavanadate,0.1252,Selenium dioxide,1.1266,-1,-1.0,"N,N'-dimethylethylenediamine",0.1112,-1,-1.0,sodium oxalate,0.1376,90,24.0,0,2
sodium metavanadate,0.1224,Selenium dioxide,1.1049,-1,-1.0,"N,N'-dimethylethylenediamine",0.094,-1,-1.0,sodium oxalate,0.143,90,24.0,0,2
sodium metavanadate,0.1223,Selenium dioxide,0.8829,-1,-1.0,"N,N'-dimethylethylenediamine",0.0831,-1,-1.0,-1,-1.0,90,24.0,0,1
sodium metavanadate,0.1365,Selenium dioxide,0.9082,-1,-1.0,"N,N'-dimethylethylenediamine",0.1166,-1,-1.0,sodium oxalate,0.2213,90,19.0,1,1
sodium metavanadate,0.156,Selenium dioxide,1.1275,-1,-1.0,"N,N'-dimethylethylenediamine",0.0938,-1,-1.0,-1,-1.0,90,18.0,1,1
sodium metavanadate,0.1224,Selenium dioxide,1.0968,-1,-1.0,"N,N'-dimethylethylenediamine",0.0989,-1,-1.0,sodium oxalate,0.1334,90,18.0,1,1
sodium metavanadate,0.1285,Selenium dioxide,1.1222,-1,-1.0,"N,N'-dimethylethylenediamine",0.1163,-1,-1.0,sodium oxalate,0.1404,90,18.0,1,1
sodium metavanadate,0.1285,Selenium dioxide,1.1225,-1,-1.0,"N,N'-dimethylethylenediamine",0.1158,-1,-1.0,sodium oxalate,0.1462,90,18.0,1,1
sodium metavanadate,0.1229,Selenium dioxide,1.1442,-1,-1.0,"N,N'-dimethylethylenediamine",0.1217,-1,-1.0,sodium oxalate,0.1492,90,18.0,1,1
sodium metavanadate,0.1207,Selenium dioxide,1.1146,-1,-1.0,"N,N'-dimethylethylenediamine",0.0979,-1,-1.0,sodium oxalate,0.1331,90,18.0,1,1
sodium metavanadate,0.1205,Selenium dioxide,1.0655,-1,-1.0,"N,N'-dimethylethylenediamine",0.1074,-1,-1.0,sodium oxalate,0.1365,90,18.0,1,1
sodium metavanadate,0.1213,Selenium dioxide,1.0558,-1,-1.0,"N,N'-dimethylethylenediamine",0.0989,-1,-1.0,sodium oxalate,0.1399,90,18.0,1,1
sodium metavanadate,0.1214,Selenium dioxide,1.0141,-1,-1.0,"N,N'-dimethylethylenediamine",0.0817,-1,-1.0,sodium oxalate,0.1349,90,18.0,1,1
sodium metavanadate,0.1333,Selenium dioxide,1.0216,-1,-1.0,"N,N'-dimethylethylenediamine",0.0943,-1,-1.0,sodium oxalate,0.144,90,18.0,1,1
sodium metavanadate,0.1289,Selenium dioxide,1.0667,-1,-1.0,"N,N'-dimethylethylenediamine",0.0907,-1,-1.0,sodium oxalate,0.1509,90,18.0,1,1
sodium metavanadate,0.1213,Selenium dioxide,1.039,-1,-1.0,"N,N'-dimethylethylenediamine",0.0981,-1,-1.0,sodium oxalate,0.1419,90,18.0,1,1
sodium metavanadate,0.1255,Selenium dioxide,1.1597,-1,-1.0,"N,N'-dimethylethylenediamine",0.1182,-1,-1.0,sodium oxalate,0.1472,90,18.0,1,1
sodium metavanadate,0.1224,Selenium dioxide,1.0933,-1,-1.0,"N,N'-dimethylethylenediamine",0.0866,-1,-1.0,sodium oxalate,0.1341,90,48.0,1,1
sodium metavanadate,0.1214,Selenium dioxide,1.1338,-1,-1.0,"N,N'-dimethylethylenediamine",0.1213,-1,-1.0,sodium oxalate,0.156,90,48.0,1,1
sodium metavanadate,0.1259,Selenium dioxide,1.1236,-1,-1.0,"N,N'-dimethylethylenediamine",0.1212,-1,-1.0,sodium oxalate,0.1547,90,48.0,1,1
sodium metavanadate,0.1221,Selenium dioxide,1.1042,-1,-1.0,"N,N'-dimethylethylenediamine",0.1111,-1,-1.0,sodium oxalate,0.1404,90,48.0,1,1
sodium metavanadate,0.125,Selenium dioxide,1.1022,-1,-1.0,"N,N'-dimethylethylenediamine",0.0896,-1,-1.0,sodium oxalate,0.132,90,48.0,1,1
sodium metavanadate,0.1234,Selenium dioxide,1.1267,-1,-1.0,"N,N'-dimethylethylenediamine",0.0839,-1,-1.0,sodium oxalate,0.1389,90,48.0,1,1
sodium metavanadate,0.1223,Selenium dioxide,1.0938,-1,-1.0,"N,N'-dimethylethylenediamine",0.0887,-1,-1.0,sodium oxalate,0.1368,90,48.0,1,1
sodium metavanadate,0.1278,Selenium dioxide,1.1046,-1,-1.0,"N,N'-dimethylethylenediamine",0.0884,-1,-1.0,sodium oxalate,0.1412,90,48.0,1,1
sodium metavanadate,0.1279,Selenium dioxide,1.0954,-1,-1.0,"N,N'-dimethylethylenediamine",0.0902,-1,-1.0,sodium oxalate,0.1312,90,48.0,1,1
